UNSPSC-Code,UNSPSC-Description-eng,UNSPSC-Description-fra,HierarchyLevel-NiveauHierarchique,CommodityType-TypeProduit-eng,CommodityType-TypeProduit-fra,GSINCode-NIBSCode,GSINDescription-NIBSDescription-eng,GSINDescription-NIBSDescription-fra,date-file-published
70121500,Dairying,"Élevage du bétail laitier",L3,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121501,"Dairy herd management","Gestion d'un troupeau",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121502,"Dairy industry development","Mise en valeur de l'industrie laitière",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121503,"Dairy technology","Technologie laitière",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121504,"Dairy laboratories services","Services de laboratoires pour produits laitiers",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121505,"Dairy farm in house processing","Traitement sur place de la ferme laitière",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121600,"Livestock industry","Élevage du bétail",L3,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121601,"Livestock breeding","Élevage du bétail",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121602,"Livestock genetics services","Services de génétique pour le bétail",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121603,Sericulture,Sériciculture,L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121604,"Animal husbandry","Elevage d'animaux",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121605,"Farm rearing systems","Systèmes d'élevage artificiel",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121606,"Poultry production services","Services de production de volaille",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121607,"Small animal breeding services","Services d'élevage de petits animaux",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121608,"Bovine production services","Services de production bovine",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121610,Apiculture,Apiculture,L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121700,"Livestock management","Gestion du bétail",L3,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121701,"Livestock selection","Sélection du bétail",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121702,"Livestock showing services","Services de présentation du bétail",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121703,"Livestock slaughtering services","Services d'abattage du bétail",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121704,"Herd management","Gestion de troupeau",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121705,"Livestock breeding or grooming services","Services d'élevage et de pansage du bétail",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121706,"Livestock identification and recording service","Service d'identification et d'enregistrement du bétail",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121800,"Pets industry","Elevage d'animaux domestiques",L3,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70121900,"Pasture and range services","Services pour les pâturages et les parcours",L3,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70122000,"Animal health","Santé animale",L3,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70122001,"Animal nutrition","Nutrition des animaux",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70122002,"Animal disease control","Contrôle des maladies animales",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70122003,"Animal trypanosomiasis","Trypanosomiase animale",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70122004,"Foot or mouth control services","Services de contrôle de pied ou de bouche",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70122005,"Animal health preventive medication services","Services de médecine préventive pour la santé animale",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70122006,"Animal vaccination services","Services de vaccination des animaux",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70122007,"Veterinary administration","Administration vétérinaire",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70122008,"Veterinary laboratory technology","Technologie de laboratoire vétérinaire",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70122009,"Animal hospital services","Services d'hospitalisation des animaux",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70122010,"Animal health information services","Services d'information sur la santé animale",L4,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70123000,"Animal control and welfare services","Services de contrôle et de bien-être des animaux",L3,Services,Services,F021,"Veterinary/Animal Care Services (incl. Livestock Services)","Services de soins vétérinaires/aux animaux (y compris services zootechniques)",2021-05-12
70130000,"Land and soil preparation and management and protection","Préparation, gestion et protection de la terre et du sol",L2,Services,Services,F004,"Land Treatment Practices Services (plowing/clearing, etc.)","Services de traitement des terres (labourage, défrichement, etc.)",2021-05-12
70131500,"Land and soil protection","Protection de la terre et du sol",L3,Services,Services,F004,"Land Treatment Practices Services (plowing/clearing, etc.)","Services de traitement des terres (labourage, défrichement, etc.)",2021-05-12
70131600,"Land and soil preparation","Préparation de la terre et du sol",L3,Services,Services,F005,"Range Seeding Services (ground equipment)","Services d'ensemencement de prairies (matériel terrestre)",2021-05-12
70131700,"Land and soil management","Gestion de la terre et du sol",L3,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70140000,"Crop production and management and protection","Production, gestion et protection de cultures",L2,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141500,"Crop production","Production de cultures",L3,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141600,"Crop protection","Protection de cultures",L3,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141601,"Crop spraying services","Services de pulvérisation des plantes",L4,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141602,"Biological control services","Services de contrôle biologique",L4,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141603,"Weed control services","Services de désherbage",L4,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141604,"Herbicide services","Services d'herbicide",L4,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141605,"Integrated pest management services","Services de lutte intégrée contre les parasites",L4,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141606,"Plant pathology",Phytopathologie,L4,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141607,"Locust control","Lutte antiacridienne",L4,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141608,"Aerial crop survey","Relevé aérien des cultures",L4,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141700,"Crop management","Gestion de cultures",L3,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141800,"Crop planting and cultivation","Plantation et culture vivrière",L3,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70141900,"Crop harvesting","Récolte des cultures",L3,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70142000,"Post harvesting crop processing","Services postérieurs aux récoltes",L3,Services,Services,F006,"Crop Services (incl. Seed Collection and Production Services)","Services de récolte (y compris services de cueillette et de production de semences)",2021-05-12
70150000,Forestry,Foresterie,L2,Services,Services,F010,"Other Range/Forest Improvements Services (non-construction)","Autres services d'améliorations forestières (sauf construction)",2021-05-12
70151500,"Forestry management","Gestion forestière",L3,Services,Services,F010,"Other Range/Forest Improvements Services (non-construction)","Autres services d'améliorations forestières (sauf construction)",2021-05-12
70151600,"Forestry industry","Industrie forestière",L3,Services,Services,F010,"Other Range/Forest Improvements Services (non-construction)","Autres services d'améliorations forestières (sauf construction)",2021-05-12
70151700,"Forestry harvesting","Exploitation forestière",L3,Services,Services,F010,"Other Range/Forest Improvements Services (non-construction)","Autres services d'améliorations forestières (sauf construction)",2021-05-12
70151800,"Forestry conservation services","Services de conservation forestière",L3,Services,Services,F010,"Other Range/Forest Improvements Services (non-construction)","Autres services d'améliorations forestières (sauf construction)",2021-05-12
70151900,"Forestry resources","Ressources forestières",L3,Services,Services,F010,"Other Range/Forest Improvements Services (non-construction)","Autres services d'améliorations forestières (sauf construction)",2021-05-12
70160000,"Wildlife and flora","Faune sauvage et flore",L2,Services,Services,F020,"Other Wildlife Management Services","Autres services de gestion de la faune",2021-05-12
70161500,Fauna,Faune,L3,Services,Services,F020,"Other Wildlife Management Services","Autres services de gestion de la faune",2021-05-12
70161600,Flora,Flore,L3,Services,Services,F020,"Other Wildlife Management Services","Autres services de gestion de la faune",2021-05-12
70161700,Ecosystems,Ecosystèmes,L3,Services,Services,F020,"Other Wildlife Management Services","Autres services de gestion de la faune",2021-05-12
70170000,"Water resources development and oversight","Mise en valeur des ressources en eau et supervision",L2,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171500,"Water resource development service","Mise en valeur",L3,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171501,"Water quality assessment services","Services d'évaluation de la qualité de l'eau",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171502,"Water resources planning services","Services de planification des ressources en eau",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171503,"Ground or surface water surveying","Services de mesure de l'eau souterraine et de surface",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171504,"Water resources mapping services","Services de cartographie des ressources en eau",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171505,"River basin development","Mise en valeur des bassins fluviaux",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171506,"Ground or surface water modeling services","Services de modélisation de l'eau souterraine et de surface",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171507,"Surface water development","Aménagement des eaux de surface",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171600,"Water quality management services",Supervision,L3,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171601,"Water quality management","Gestion de la qualité des eaux",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171602,"Water testing services","Services pour le test des eaux",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171603,"Floodplain management","Gestion des zones inondables",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171604,"Water conservation advisory services","Services de conseil pour la conservation de l'eau",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171605,"Water rights advisory services","Services de conseil pour les droits de captation d'eau",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171606,"Water resource recovery services","Services de récupération des ressources en eau",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171607,"Water pricing services","Services pour la tarification de l'eau",L4,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171700,"Irrigation system maintenance and management services",Irrigation,L3,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
70171800,"Drainage services","Services de drainage",L3,Services,Services,E103,"Water Quality Support Services","Services de soutien - qualité de l'eau",2021-05-12
71000000,"Mining and oil and gas services","Services d'exploitation minière et de forage pour le pétrole et le gaz",L1,Services,Services,F04,Mining,Mines,2021-05-12
71100000,"Mining services","Services d'exploitation minière",L2,Services,Services,F04,Mining,Mines,2021-05-12
71101500,"Mine exploration","Exploration minière",L3,Services,Services,F04,Mining,Mines,2021-05-12
71101600,"Mine drilling blasting and construction services","Services de forage et de dynamitage de mine",L3,Services,Services,F04,Mining,Mines,2021-05-12
71101700,Extraction,Extraction,L3,Services,Services,F04,Mining,Mines,2021-05-12
71110000,"Oil and gas exploration services","Services pour l'exploration et la production de pétrole et de gaz",L2,Services,Services,F04,Mining,Mines,2021-05-12
71112000,"Cased hole well logging services","Services de diagraphie des sondages tubés",L3,Services,Services,F04,Mining,Mines,2021-05-12
71112100,"Open hole well logging services","Services de diagraphie des puits non tubés",L3,Services,Services,F04,Mining,Mines,2021-05-12
71112200,"Other logging services","Autres services de diagraphie",L3,Services,Services,F04,Mining,Mines,2021-05-12
71112300,"Seismic services","Services sismiques",L3,Services,Services,F04,Mining,Mines,2021-05-12
71120000,"Well drilling and construction services","Services d'ouverture et de réalisation des puits pétroliers",L2,Services,Services,F04,Mining,Mines,2021-05-12
71121000,"Cement pumping services","Services de pompage de ciment",L3,Services,Services,F04,Mining,Mines,2021-05-12
71121100,"Coiled tubing services","Services d'intervention par tubage enroulé",L3,Services,Services,F04,Mining,Mines,2021-05-12
71121200,"Coring services","Services de carottage",L3,Services,Services,F04,Mining,Mines,2021-05-12
71121300,"Downhole drilling tool services","Services afférents aux outils de forage de fond de puits",L3,Services,Services,F04,Mining,Mines,2021-05-12
71121400,"Oilfield drilling bit services","Services afférents aux trépans des puits pétroliers",L3,Services,Services,F04,Mining,Mines,2021-05-12
71121500,"Drilling measurement services","Services de mesure pendant le forage",L3,Services,Services,F04,Mining,Mines,2021-05-12
71121600,"Oil well drilling services","Services de forage de puits de pétrole",L3,Services,Services,F04,Mining,Mines,2021-05-12
71121700,"Oilfield fishing services","Services de repêchage pour puits de pétrole",L3,Services,Services,F04,Mining,Mines,2021-05-12
71121800,"Artificial lift services","Services d'injection de gaz à haute pression",L3,Services,Services,F04,Mining,Mines,2021-05-12
71121900,"Downhole fluid services","Services afférents aux fluides de fond de puits",L3,Services,Services,F04,Mining,Mines,2021-05-12
71122000,"Well perforating services","Services de perforation des puits",L3,Services,Services,F04,Mining,Mines,2021-05-12
71122100,"Oilfield sand control services","Services de contrôle du sable des puits de pétrole",L3,Services,Services,F04,Mining,Mines,2021-05-12
71122200,"Slickline services","Services afférents aux câbles lisses",L3,Services,Services,F04,Mining,Mines,2021-05-12
71122300,"Subsea well services","Services afférents aux puits sous-marins",L3,Services,Services,F04,Mining,Mines,2021-05-12
71122400,"Well testing services","Services d'essai des puits",L3,Services,Services,F04,Mining,Mines,2021-05-12
71122500,"Water or gas control services","Services de contrôle du gaz ou de l'eau",L3,Services,Services,F04,Mining,Mines,2021-05-12
71122600,"Well completion services","Services de complétion des puits",L3,Services,Services,F04,Mining,Mines,2021-05-12
71122700,"Well maintenance services","Services de maintenance des puits",L3,Services,Services,F04,Mining,Mines,2021-05-12
71122800,"Well monitoring services","Services de surveillance des puits",L3,Services,Services,F04,Mining,Mines,2021-05-12
71122900,"Oilfield rigs","Installations de forage pour champs pétrolifères",L3,Services,Services,F04,Mining,Mines,2021-05-12
71123000,"Integrated services","Services intégrés",L3,Services,Services,F04,Mining,Mines,2021-05-12
71130000,"Oil and gas extraction and production enhancement services","Services d'optimisation de l'extraction et de la production de gaz et de pétrole",L2,Services,Services,F04,Mining,Mines,2021-05-12
71131000,"Well fracturing services","Services de fracturation des puits",L3,Services,Services,F04,Mining,Mines,2021-05-12
71131100,"Matrix stimulation services","Services de stimulation de matrice",L3,Services,Services,F04,Mining,Mines,2021-05-12
71131200,"Oilfield nitrogen services","Services afférents à l'azote pour les champs pétrolifères",L3,Services,Services,F04,Mining,Mines,2021-05-12
71131300,"Other oilfield pumping services","Autres services de pompage pour les puits de pétrole",L3,Services,Services,F04,Mining,Mines,2021-05-12
71131400,"Well production services","Services afférents à la production des puits",L3,Services,Services,F04,Mining,Mines,2021-05-12
71140000,"Oil and gas restoration and reclamation services","Services de remise en valeur et de restauration en matière de gaz et de pétrole",L2,Services,Services,F04,Mining,Mines,2021-05-12
71141000,"Emergency well control services","Services d'urgence pour les puits",L3,Services,Services,F04,Mining,Mines,2021-05-12
71141100,"Well plugging and abandonment services","Services de colmatage et fermeture des puits",L3,Services,Services,F04,Mining,Mines,2021-05-12
71141200,"Well site restoration","Services de restauration des sites pétroliers",L3,Services,Services,F04,Mining,Mines,2021-05-12
71150000,"Oil and gas data management and processing services","Services de traitement et de gestion de données relatives au gaz et au pétrole",L2,Services,Services,F04,Mining,Mines,2021-05-12
71151000,"Oilfield information management and communications services","Services de communication des données relatives aux champs pétrolifères",L3,Services,Services,F04,Mining,Mines,2021-05-12
71151100,"Oilfield data management services","Services de gestion des données relatives aux champs pétrolifères",L3,Services,Services,F04,Mining,Mines,2021-05-12
71151200,"Oilfield economic and risk model services","Services de développement de modèle de risque et de modèle économique pour les champs pétrolifères",L3,Services,Services,F04,Mining,Mines,2021-05-12
71151300,"Oilfield interpretation services","Services d'interprétation pour les champs pétrolifères",L3,Services,Services,F04,Mining,Mines,2021-05-12
71151400,"Well service engineering","Services d'ingénierie en matière de puits de pétrole",L3,Services,Services,F04,Mining,Mines,2021-05-12
71160000,"Oil and gas well project management services","Services de gestion de projet pour les puits de gaz et de pétrole",L2,Services,Services,F04,Mining,Mines,2021-05-12
71161000,"Oilfield modeling services","Services de développement de modèles pour champs pétrolifères",L3,Services,Services,F04,Mining,Mines,2021-05-12
71161100,"Oilfield production engineering management","Gestion d'ingénierie de production des champs pétrolifères",L3,Services,Services,F04,Mining,Mines,2021-05-12
71161200,"Oilfield production operations management","Gestion des opérations de production des champs pétrolifères",L3,Services,Services,F04,Mining,Mines,2021-05-12
71161300,"Oilfield project management services","Services de gestion de projet pour les champs pétrolifères",L3,Services,Services,F04,Mining,Mines,2021-05-12
71161400,"Well construction management services","Services de gestion de la construction de puits de pétrole",L3,Services,Services,F04,Mining,Mines,2021-05-12
71161500,"Well site operations services","Services opérationnels sur les chantiers de pétrole",L3,Services,Services,F04,Mining,Mines,2021-05-12
71161600,"Other oilfield support services","Autres services de support pour champs pétrolifères",L3,Services,Services,F04,Mining,Mines,2021-05-12
72000000,"Building and Facility Construction and Maintenance Services","Services de construction et d'entretien de bâtiment",L1,Services,Services,K199,"Other Custodial and Related Services","Autres services de garde et connexes",2021-05-12
72100000,"Building and facility maintenance and repair services","Services de construction, maintenance et réparation de bâtiment et services complémentaires",L2,Services,Services,K199,"Other Custodial and Related Services","Autres services de garde et connexes",2021-05-12
72101500,"Building maintenance and repair services","Services complémentaires au bâtiment",L3,Services,Services,K199,"Other Custodial and Related Services","Autres services de garde et connexes",2021-05-12
72101501,"Handyman services","Services d'homme à tout faire",L4,Services,Services,K100,"Custodial - Janitorial Services","Garde - Services de nettoyage et d'entretien",2021-05-12
72101505,"Locksmith services","Services de serrurier",L4,Services,Services,K199,"Other Custodial and Related Services","Autres services de garde et connexes",2021-05-12
72101507,"Building maintenance service","Service d'entretien des bâtiments",L4,Services,Services,K100,"Custodial - Janitorial Services","Garde - Services de nettoyage et d'entretien",2021-05-12
72101508,"Floor cleaning services","Services de nettoyage des planchers",L4,Services,Services,K100,"Custodial - Janitorial Services","Garde - Services de nettoyage et d'entretien",2021-05-12
72101509,"Fire protection system and equipment maintenance or repair service","Service d'entretien ou de réparation de systèmes et d'équipements de protection contre les incendies",L4,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72101516,"Fire extinguisher inspection maintenance and repair service","Service d'inspection, d'entretien et de réparation d'extincteurs d'incendie",L4,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72101517,"Portable generator maintenance and or repair service","Service d'entretien et de réparation des génératrices portatives",L4,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72101518,"Portable generator rental service","Service de location de génératrices portatives",L4,Services,Services,W,"Lease or Rental of Equipment","Location d'équipement",2021-05-12
72102100,"Pest control","Lutte antiparasitaire",L3,Services,Services,K106,"Insect and Rodent Control Services","Services de désinsectisation et de dératisation",2021-05-12
72102101,"Bird proofing services","Services de protection contre les oiseaux",L4,Services,Services,K106,"Insect and Rodent Control Services","Services de désinsectisation et de dératisation",2021-05-12
72102102,"Termite control services","Services de lutte contre les termites",L4,Services,Services,K106,"Insect and Rodent Control Services","Services de désinsectisation et de dératisation",2021-05-12
72102103,"Extermination or fumigation services","Services d'extermination et de fumigation",L4,Services,Services,K106,"Insect and Rodent Control Services","Services de désinsectisation et de dératisation",2021-05-12
72102104,"Structural pest control","Lutte structurelle antiparasitaire",L4,Services,Services,K106,"Insect and Rodent Control Services","Services de désinsectisation et de dératisation",2021-05-12
72102105,"Animal trapping","Piégeage d'animal",L4,Services,Services,K106,"Insect and Rodent Control Services","Services de désinsectisation et de dératisation",2021-05-12
72102106,"Rodent control","Lutte contre les rongeurs",L4,Services,Services,K106,"Insect and Rodent Control Services","Services de désinsectisation et de dératisation",2021-05-12
72102900,"Facility maintenance and repair services","Services d'entretien des parcs",L3,Services,Services,K107,"Landscaping/Groundskeeping Services","Services d'architecture paysagiste",2021-05-12
72102902,"Landscaping services","Services de paysager",L4,Services,Services,K107,"Landscaping/Groundskeeping Services","Services d'architecture paysagiste",2021-05-12
72102903,"Snow removal services","Entretien ou réparations ou services pour places de parking ou routes",L4,Services,Services,K107,"Landscaping/Groundskeeping Services","Services d'architecture paysagiste",2021-05-12
72102905,"Exterior grounds maintenance","Entretien des sols extérieurs",L4,Services,Services,K107,"Landscaping/Groundskeeping Services","Services d'architecture paysagiste",2021-05-12
72102906,"Landscape architecture service","Service d'architecture paysagère",L4,Services,Services,K107,"Landscaping/Groundskeeping Services","Services d'architecture paysagiste",2021-05-12
72141700,"Construction machinery and equipment rental or leasing services","Services de location et de crédit-bail de machinerie et de matériel de construction",L3,Services,Services,W,"Lease or Rental of Equipment","Location d'équipement",2021-05-12
72141701,"Construction machinery rental or leasing service","Service de location ou de crédit-bail de machines de construction",L4,Services,Services,W,"Lease or Rental of Equipment","Location d'équipement",2021-05-12
72141702,"Construction equipment rental or leasing service","Service de location ou de crédit-bail d'équipement de construction",L4,Services,Services,W,"Lease or Rental of Equipment","Location d'équipement",2021-05-12
72150000,"Specialized trade construction and maintenance services","Services de construction et d'entretien spécialisés (gens de métier)",L2,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72151000,"Boiler and furnace construction and maintenance services","Services d'installation et d'entretien de chaudières et de générateurs d'air chaud",L3,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72151001,"Boiler maintenance service","Service d'entretien des chaudières",L4,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72151003,"Heating system maintenance and repair service","Services d'entretien et de réparation de systèmes de chauffage",L4,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72151004,"Hydronics heating system maintenance and repair service","Service d'entretien et de réparation de systèmes de chauffage hydronique",L4,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72151006,"Boiler pressure controller maintenance or repair or operation","Entretien, réparation ou fonctionnement des régulateurs de pression des chaudières",L4,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72151304,"Aircraft painting service","Service de peinture aéronautique",L4,Services,Services,J000,"Maintenance, Repair, Modification, Rebuilding and Installation of Equipment with reference to transportation equipment","Entretien, réparation, modification, reconstruction et installation d'équipements afférents aux équipements de transport",2021-05-12
